,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score
11282,11282,US,46946160,R19TXN5I5KLWKY,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,5,14,15,N,Y,Dries hair quickly,"With below the shoulder hair, I found this to dry it quickly and without burning.  I have fine, thick hair so usually it takes 10 minutes or more to dry ... and other dryers run so hot that they burn if focused in one spot for more than a moment (to set a wave, for instance).  This gets just hot enough to be safe and pleasant to use. <br /> <br />The finger-attachment might be useful if someone else is styling your hair, but my arms (I'm 5'9) aren't long enough to make its use practicable. <br /> <br />Two speeds, two heat settings (plus cold-shot button) actually give a very usable range for drying efficiently.  Took me less time than with my previous dryer.",4/15/2007,93.33333333333331
11283,11283,US,51153379,R2QFBGARAND5IK,B0002Z8Y5G,142769920,Micro Tweeze Hair Microwave Hair Remover,Beauty,5,11,13,N,N,Does a great job!,I have used this product for 6 years. My hairdresser introduced me to it and I now use it at home. Its great for mustache areas and eyebrows. It grabs the fine hairs and doesnt let go. I highly recommend this!!,4/15/2007,42.307692307692314
11289,11289,US,37373146,R5PHFES8DJDTR,B000674Z9E,317585137,Laura Mercier Accessories - Velour Puff,Beauty,5,11,12,N,Y,Worth the money!,"Definitely worth the money. I have been using this for a couple of months and have had no problems with. Was nervous the first time I washed it in the washing machine, but it came out like new.",4/15/2007,91.66666666666669
11290,11290,US,27266861,RLX045JXG0DP5,B00021DVCQ,250865389,Bare Escentuals BareMinerals,Beauty,3,19,22,N,Y,"Not For Lined, Aging Skin","I am 63 and really wanted to try this. I swirled and tapped and noticed that the places on my face that are Not lined turned out nice. But I wanted a little more coverage due to some spider veins and 2 age spots. So I put a second coat on and these lines under one eye really stood out! I didn't know I had them until I used this product! So I got some makeup remover and took off the bare minerals that was on top of the lines and they disappeared! On those, I put my regular liquid foundation (on the lines)and all was well.  <br />  I think you should have nearly perfect skin for this to work nicely.",4/15/2007,86.36363636363636
11298,11298,US,33273264,RUUBAHYZDYNOC,B0009RAX4W,66014174,Salon Bronze Airbrush Tanning System,Beauty,4,14,22,N,N,Great product for the price,"It's o much better than lotion!!!! I've been using lotions and going to tanning beds for a while, I decided to try this just because it was on sale and it turned out to be great!!! YOU HAVE TO FOLLOW DIRECTIONS to get expected results... and everytime you apply it you get better at it. I like to apply it right after a shower (use lotion before applying). Great natural color, dries quick, no weird smell, doesn't turn pamls orange, doesn't tranfer to clothes",4/14/2007,31.818181818181817
11301,11301,US,12357552,R3MYFHSDEX2N1M,B000EGMBXY,673409079,"Organic Root Stimulator Herbal Cleanse Hair and Scalp Cleanse Shampoo, 8 Ounce",Beauty,4,16,17,N,Y,Good Stuff,I use Organic Root Stimulator to freshen my scalp after a workout. Good stuff. Be careful not to overuse this product. It will cause buildup on your scalp if you use it too often. Nothing fully replaces a vigorous scalp-scrub in the shower!,4/14/2007,94.11764705882355
11310,11310,US,36454574,R3OA846IA7M1KA,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1,259,288,N,N,Great concept but exceedingly short shelf life,"I eagerly snapped up this ionic hair dryer about over a year ago because of it's retractable cord and folding capabilities. Even the price was attractive. It really did take up little room in my bathroom drawer and the retractable cord was a plus. I thought I had the perfect blow dryer because it did what it was supposed to do and quickly. Now for the bad news:  the retractable cord became chewed up and frayed after daily use and it became apparent that the cord was ultimately going to fray completely in due time. Then, the folding handle, low and behold, broke in half one morning. (Of course, the warranty had long expired). This dryer is too fragile to consider using on a daily basis and I consider myself a careful person when it comes to handling small appliances such as hair dryers. When I've replaced hair dryers in the past, it was been because they've simply reached the end of their lifespans and burned out.  I'd caution anyone to consider this before buying because these 2 features alone, while very appealing, can shorten an otherwise good hairdryer's lifespan.  I've now purchased a T3 Tourmaline (a featherweight, quiet hairdryer with no retractable cord or folding handle) which seems to work just fine and appears to have a much longer lifespan.",4/1/2007,44.96527777777778
11317,11317,US,10030543,R1DXR3TTTX4GSU,B000ALCJR6,218297570,t3 tourmaline 83808 professional featherweight ceramic ionic hair dryer,Beauty,5,15,18,N,N,Mel- from Seattle,"I normally don't like to invest in hair products/items that are this expensive, so I thought I would ask for it from my boyfriend on Valentine's Day. He bought me both the Featherweight hair dryer and the wet and dry narrow flat iron from t3. I love both of them! The hair dryer dries my hair in about 6 minutes (when it is wet from the shower)- I have asian hair so I can say that drying my hair isn't always a positive experience. However, if you dry your hair with the hot option first (doing the layers), then on the low option for the roots of your hair, and finishing with a blast of cool air all over, you will have shiny hair that is not poofy and is manageable.  <br />After using my t3 hair dryer, I don't know how I could not have it. Now, I want to get the overnight dryer. However, here is a warning. DO NOT EXPECT MIRACLES! If you have super frizzy hair or completely unmanageable hair, a hair dryer will not fix that. Perhaps you should invest in some better shampoo (I recommend Bumble and Bumble or Paul Mitchell) and perhaps a hair treatment at the salon. This dryer is great for getting the job done quickly and to make your hair look better (without that frizzy, burned look that other hair dryers give you).",3/13/2007,41.66666666666666
11318,11318,US,50364060,R2VO21QXV55LNS,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,1,13,13,N,Y,I No Longer Recommend It,"I once recommended this dryer and should have changed my review years ago. The retractable cord feature on the one I bought initially very soon failed. I contacted Andis and they sent me another one, but it failed in the same way. I could not get excited about going to the trouble of fooling with it again. I no longer possess this product and could not recommend it.",3/13/2007,100.0
11321,11321,US,25338878,RY7WEO7GWKR8Y,B0009XH6WS,241892378,andis 33295 hangup pro turbo 1600w wall mount hair dryer,Beauty,5,16,16,N,Y,Great Hair Dryer!,"I bought two of these, one for each upstairs bathroom. The arrived quickly and at first glance, I was intimidated about installation. Then after reading the instructions, and seeing that they actually include a paper guide, you just tape to your wall and drill holes where the dots are... I installed both of these completely by myself! (I am a stay at home mom, so that IS a big deal!) It took no time and they both were up! They brace very solid against the wall. The dryer worked quite well and was very quiet compared to our old dryer. It also has automatic shut off, you can even hang it up while it is on and it will shut off as it is put back into the cradle. VERY NICE! I would buy again in a heartbeat!",3/10/2007,100.0
